Customer_ID,Gender,Age_Group,Region,Monthly_Income,Loan_Amount,Interest_Rate,Loan_Purpose,Loan_Status,Avg_Transaction_Freq,Avg_Transaction_Amount,Spending_Score,Behavioral_Anomaly_Index,Credit_Score,Payment_Irregularity,Default_Risk_Score,Transaction_Inconsistency,Inconsistency_Flag
CUST_0763,Male,<25,Rural,6014.43,37453.37,14.76,Car,Rejected,140,374.98,0.44,0.29,305,0.13,0.23,0.47,0
CUST_0764,Female,<25,Semi-Urban,5815.95,2643.09,8,Car,Approved,221,869,0.9,0.49,570,0.11,0.34,0.96,1
CUST_0765,Female,60+,Semi-Urban,5457.97,28924.59,11.49,Education,Approved,122,1636.96,0.13,0.7,398,0.92,0.79,0.43,0
CUST_0766,Male,25-40,Urban,6326.15,38360.48,19.75,Car,Approved,53,1687.47,0.39,0.22,825,0.75,0.43,0.79,1
CUST_0767,Male,25-40,Semi-Urban,9246.26,43961.52,14.52,Education,Rejected,137,1045.71,0.82,0.37,493,0.59,0.46,0.94,1
CUST_0768,Female,<25,Rural,11191.2,17762.01,12.52,Business,Approved,167,1723.01,0.97,0.69,456,0.77,0.72,0.88,1
CUST_0769,Male,<25,Semi-Urban,10613.38,41241.61,12.89,Personal,Approved,282,20.83,0.45,0.55,414,0.43,0.5,0.21,0
CUST_0770,Female,<25,Urban,12500.33,6420.96,14.19,Education,Approved,54,80,0.51,0.31,695,0.76,0.49,0.5,0
CUST_0771,Male,60+,Rural,13516.88,42476.16,20.7,Business,Approved,117,1824.52,0.57,0.17,821,0.37,0.25,0.35,0
CUST_0772,Female,41-60,Urban,12609.03,7246.94,22.84,Personal,Approved,228,1552.91,0.93,0.77,513,0.24,0.56,0.4,0
CUST_0773,Male,<25,Urban,2246.29,20467.08,24.11,Home,Approved,186,906.91,0.86,0.09,832,0.73,0.35,0.36,0
CUST_0774,Female,25-40,Rural,11566.93,40067.47,20.74,Education,Defaulted,237,1509.68,0.17,0.63,314,0.42,0.55,0.83,1
CUST_0775,Male,41-60,Urban,4709.19,8345.95,11.31,Education,Approved,200,1911.72,0.44,0.39,718,0.98,0.63,0.45,0
CUST_0776,Male,25-40,Semi-Urban,3728.06,12233.32,18.76,Home,Rejected,169,1546.46,0.46,0.71,667,0.35,0.57,0.52,0
CUST_0777,Female,41-60,Semi-Urban,10300.35,36390.38,13.75,Home,Approved,276,1686.32,0.79,0.29,512,0.92,0.54,0.98,1
CUST_0778,Male,60+,Urban,6156.66,36281.79,10.09,Education,Approved,199,1523.61,0.6,1,304,0.93,0.97,0.06,0
CUST_0779,Male,41-60,Semi-Urban,2742.52,32416.23,21.82,Home,Approved,184,344.74,0.65,0.58,530,0.24,0.44,0.49,0
CUST_0780,Male,25-40,Urban,3789.19,35003.47,5.77,Car,Approved,299,1668.81,1,0.61,500,0.8,0.69,0.77,1
CUST_0781,Male,41-60,Semi-Urban,2012.08,27593.5,23.04,Personal,Approved,154,398.27,0.07,0.35,701,0.43,0.38,0.15,0
CUST_0782,Female,60+,Urban,13741.91,13338.15,14.23,Personal,Defaulted,241,1786.3,0.22,0.47,448,0.92,0.65,0.61,0
CUST_0783,Female,25-40,Semi-Urban,2320.03,17939.1,17.74,Personal,Approved,213,922.71,0.41,0.48,791,0.45,0.47,0.24,0
CUST_0784,Male,<25,Rural,4722.93,9898.29,18.19,Car,Approved,222,1034.19,0.35,0.86,525,0.74,0.81,0.87,1
CUST_0785,Female,41-60,Rural,7411.42,45514.08,22.9,Home,Approved,49,999.51,0.02,0.58,468,0.47,0.54,0.33,0
CUST_0786,Female,25-40,Semi-Urban,6635.43,29586.2,17.73,Business,Approved,284,197.04,0.09,0.61,451,0.23,0.46,0.33,0
CUST_0787,Female,41-60,Urban,13852.44,20641.72,17.28,Home,Approved,91,588.54,0.68,0.61,523,0.2,0.45,0.6,0
CUST_0788,Male,60+,Semi-Urban,2523.76,23638.28,6.33,Education,Approved,190,1967.63,0.88,0.63,803,0.43,0.55,0.18,0
CUST_0789,Female,25-40,Urban,8658.79,47416.88,15.37,Personal,Defaulted,92,1921.82,0.51,0.22,849,0.76,0.44,0.28,0
CUST_0790,Female,<25,Semi-Urban,10846.23,8514.22,8,Home,Approved,271,647.77,0.54,0.91,343,0.61,0.79,0.42,0
CUST_0791,Female,<25,Semi-Urban,14112.07,29725.26,19.75,Business,Approved,281,1992.63,0.26,0.32,803,0.69,0.47,0.35,0
CUST_0792,Male,41-60,Rural,10064.83,25788.55,15.24,Education,Approved,209,1692.65,0.77,0.49,540,0.28,0.41,0.52,0
CUST_0793,Male,60+,Urban,12448.82,30961.26,18.6,Car,Approved,249,1225.81,0.75,0.81,650,0.48,0.68,0.6,0
CUST_0794,Female,60+,Urban,3088.42,1887.4,5.83,Car,Approved,189,1034.19,0.59,0.89,322,0.04,0.55,0.57,0
CUST_0795,Male,41-60,Urban,7017.21,43734.07,6.7,Business,Approved,180,1034.19,0.21,0.66,342,0.82,0.72,0.65,0
CUST_0796,Female,25-40,Urban,6861.31,46673.8,19.33,Education,Approved,186,1119.28,0.1,0.4,765,0.99,0.64,0.31,0
CUST_0797,Male,25-40,Urban,13521.75,28691.53,6.44,Personal,Approved,246,1738.27,0.06,0.53,339,0.41,0.48,0.13,0
CUST_0798,Female,41-60,Rural,3967.83,35135.89,6.43,Home,Rejected,147,1670.51,0.59,0.53,602,0.01,0.32,0.76,1
CUST_0799,Female,25-40,Semi-Urban,3974.52,46202.47,5.24,Education,Approved,138,1667.68,0.83,0.54,474,0.17,0.39,0.85,1
CUST_0800,Female,25-40,Urban,6271.26,35654.69,24.13,Car,Approved,58,1399.37,0.86,0.25,831,0.65,0.41,0.26,0
CUST_0801,Female,25-40,Urban,2708.06,8474.41,19.75,Business,Approved,173,589.92,0.46,0.75,760,0.61,0.69,0.41,0
CUST_0802,Female,41-60,Semi-Urban,4371.95,29238.13,12.07,Business,Approved,286,678.96,0.78,0.53,492,0.79,0.63,0.5,0
CUST_0803,Male,<25,Rural,14547.73,30729.04,10.93,Home,Defaulted,125,623.85,0.95,0.36,543,0.25,0.32,0.53,0
CUST_0804,Female,60+,Rural,7566.39,21782.4,11.99,Business,Approved,33,49.89,0.28,0.4,579,0.76,0.54,0.66,0
CUST_0805,Male,<25,Rural,10216.25,37085.77,20.49,Business,Rejected,34,1169.31,0.4,0.55,335,0.69,0.61,0.04,0
CUST_0806,Female,25-40,Semi-Urban,11439.45,46783.98,18.23,Education,Approved,136,1400.68,0.93,0.22,839,0.32,0.26,0.72,1
CUST_0807,Male,41-60,Semi-Urban,6770.5,46352.86,8.7,Personal,Rejected,243,1709.19,0.34,0.68,453,0.55,0.63,0.06,0
CUST_0808,Female,60+,Rural,3913.95,23091.13,8.48,Home,Approved,218,288.93,0.91,0.55,322,0.15,0.39,0.47,0
CUST_0809,Female,25-40,Rural,4685.55,6548.66,6.97,Education,Rejected,102,1092.92,0.98,0.81,390,0.45,0.67,0.83,1
CUST_0810,Male,60+,Semi-Urban,6072.46,49257.22,18.21,Personal,Approved,103,25.94,0.66,0.52,689,0.88,0.66,0.45,0
CUST_0811,Male,60+,Rural,10268.89,42106.01,20.29,Education,Defaulted,234,199.24,0.82,0.28,658,0.42,0.34,0.15,0
CUST_0812,Other,<25,Urban,7177.65,7108.47,10.3,Education,Defaulted,289,117.88,0.75,0.26,849,0.84,0.49,0.99,1
CUST_0813,Male,25-40,Semi-Urban,2088.59,46121.25,5.42,Business,Approved,20,1453.7,0.7,0.42,527,0.59,0.49,0.89,1
CUST_0814,Male,60+,Rural,8804.29,43624.92,6.64,Personal,Approved,21,171.31,0.31,0.44,501,0.19,0.34,0.77,1
CUST_0815,Male,<25,Urban,13979.67,26423.06,24.36,Home,Approved,44,1435.74,0.06,0.39,649,0.58,0.47,0.41,0
CUST_0816,Other,41-60,Semi-Urban,12557.01,29972.5,10.91,Home,Rejected,237,506.75,0.34,0.53,337,0.51,0.52,0.18,0
CUST_0817,Other,60+,Semi-Urban,12727.75,20551.13,20.38,Personal,Approved,229,1756.65,0.67,0.38,799,0.4,0.39,0.94,1
CUST_0818,Female,25-40,Urban,12335.75,3683.32,17.49,Business,Rejected,150,1628.17,0.1,0.55,342,0.12,0.38,0.53,0
CUST_0819,Female,41-60,Semi-Urban,6208.5,17424.66,12.64,Car,Approved,32,1916.08,0.01,0.4,816,0.42,0.41,0.85,1
CUST_0820,Male,60+,Rural,11947.52,40339.82,9.11,Education,Approved,92,1768.69,0.14,0.63,367,0.07,0.41,0.34,0
CUST_0821,Other,60+,Semi-Urban,3861.1,1226.97,7.43,Business,Defaulted,238,1867.33,0.72,0.44,422,0.1,0.3,0.34,0
CUST_0822,Male,25-40,Rural,10550.31,17341.46,17.3,Personal,Approved,89,1034.19,0.97,0.75,635,0.42,0.62,0.99,1
CUST_0823,Male,60+,Urban,10340.39,20510.27,20.49,Education,Approved,299,1389.83,0.98,0.63,452,0.31,0.5,0.52,0
CUST_0824,Male,25-40,Urban,2332.41,27332.38,17.88,Home,Approved,168,348.82,0.49,0.54,461,0.93,0.7,0.14,0
CUST_0825,Female,25-40,Semi-Urban,12243.61,46072.93,15.61,Car,Approved,137,550.7,0.87,0.46,513,0.38,0.43,0.22,0
CUST_0826,Female,25-40,Urban,13742.23,17970.95,5.84,Home,Rejected,199,433.33,0.74,0.2,675,0.76,0.42,0.48,0
CUST_0827,Male,25-40,Urban,5476.4,18000.71,24.37,Personal,Approved,40,1211.14,0.5,0.78,742,0.53,0.68,0.04,0
CUST_0828,Other,60+,Semi-Urban,12561.08,37137.56,20.97,Education,Defaulted,24,1012.2,0.57,0.36,722,0.7,0.5,0.46,0
CUST_0829,Male,41-60,Rural,3071.28,23158.68,10.86,Personal,Approved,84,1735.49,0.14,0.52,837,0.26,0.42,0.42,0
CUST_0830,Male,41-60,Semi-Urban,9799.58,12005.64,24.6,Education,Approved,43,1905.82,0.94,0.57,529,0.94,0.72,0.78,1
CUST_0831,Male,<25,Semi-Urban,8313.41,23169.54,17.04,Business,Approved,205,815.67,0.35,0.46,358,0.53,0.49,0.35,0
CUST_0832,Female,25-40,Rural,9097.01,7901.99,16.65,Car,Approved,38,1017.64,0.45,0.77,395,0.83,0.79,0.98,1
CUST_0833,Female,60+,Rural,14040.67,9642.96,19.96,Business,Approved,203,1943.32,0.67,0.26,561,0.37,0.3,0.18,0
CUST_0834,Male,60+,Rural,13327.1,25420.02,21.24,Business,Defaulted,25,559.72,0.33,0.85,653,0.1,0.55,0.59,0
CUST_0835,Female,<25,Semi-Urban,12206.09,21527.35,18.13,Personal,Approved,86,1586.86,0.25,0.63,611,0.67,0.65,0.09,0
CUST_0836,Male,41-60,Rural,5558.08,45827.45,7.56,Car,Approved,90,458.23,0.63,0.45,435,0.01,0.27,0.73,1
CUST_0837,Female,60+,Urban,13853.64,18757.3,11.77,Education,Approved,133,1366.11,0.02,0.45,772,0.48,0.46,0.99,1
CUST_0838,Other,<25,Rural,3267.6,29448.83,23.56,Education,Approved,28,514.7,0.72,0.06,729,0.19,0.11,0.82,1
CUST_0839,Male,41-60,Urban,13093.28,31980.95,9.49,Home,Approved,111,1768.63,0.51,0.33,836,0.63,0.45,0.56,0
CUST_0840,Female,60+,Rural,6266.08,1641.63,12.44,Education,Rejected,86,1127.34,0.61,0.43,445,0.98,0.65,0.48,0
CUST_0841,Female,25-40,Urban,2699.04,33513.33,13.64,Personal,Approved,238,380.01,0.63,0.54,823,0.46,0.51,0.84,1
CUST_0842,Male,<25,Urban,10701.64,9723.76,13.79,Business,Approved,212,456.49,0.53,0.75,386,0.82,0.78,0.94,1
CUST_0843,Female,60+,Urban,5006.64,48092.45,17.26,Business,Approved,70,992.76,0.58,0.91,408,0.51,0.75,0.99,1
CUST_0844,Female,<25,Urban,5166.42,8284.47,23.86,Business,Approved,35,1923.59,0.68,0.55,722,0.5,0.53,0.4,0
CUST_0845,Male,<25,Urban,5978.61,21316.58,9.81,Car,Approved,80,1541.59,0.75,0.54,644,0.93,0.7,0.99,1
CUST_0846,Male,<25,Rural,2827.9,5182.13,7.43,Education,Approved,112,981.74,0.73,0.4,565,0.89,0.6,0.16,0
CUST_0847,Male,25-40,Semi-Urban,4302.65,49846.84,8.95,Personal,Approved,166,682.06,0.87,0.16,793,0.79,0.41,0.25,0
CUST_0848,Female,41-60,Semi-Urban,2066.82,25607.56,22.74,Car,Approved,203,1103.04,0.19,0.38,632,0.3,0.35,0.09,0
CUST_0849,Female,41-60,Semi-Urban,7790.32,30173.87,17.92,Home,Approved,284,1499.24,0.4,0.46,712,0.55,0.5,0.27,0
CUST_0850,Female,60+,Semi-Urban,3095.32,4286.75,10.72,Personal,Approved,195,1570.02,0.95,0.7,490,0.22,0.51,0.77,1
CUST_0851,Male,25-40,Semi-Urban,10874.48,37748.06,21.32,Personal,Defaulted,122,655.97,0.4,0.6,441,0.44,0.54,0.85,1
CUST_0852,Male,41-60,Urban,5063.1,11285.37,22.23,Personal,Defaulted,174,1445.11,0.12,0.54,372,0.48,0.52,0.78,1
CUST_0853,Male,60+,Rural,14266.46,45004.66,21.93,Business,Approved,70,1319,0.53,0.38,466,0.83,0.56,0.63,0
CUST_0854,Female,60+,Urban,13326.27,11051.84,23.38,Personal,Defaulted,101,1034.19,0.11,0.1,467,0.9,0.42,0.51,0
CUST_0855,Other,<25,Rural,5762.73,10343.7,10.04,Education,Approved,295,1862.87,0.2,0.12,558,0.41,0.24,0.71,1
CUST_0856,Female,25-40,Rural,12181.8,2790.93,20.1,Personal,Approved,162,1580.86,1,0.17,738,0.02,0.11,0.39,0
CUST_0857,Male,41-60,Rural,12442.18,24131.28,14.21,Business,Approved,234,1449.56,0.54,0.44,410,0.86,0.61,0.84,1
CUST_0858,Female,25-40,Rural,14825.32,28677.22,21.84,Personal,Rejected,136,555.34,0.28,0.7,830,0.17,0.49,0.68,0
CUST_0859,Female,25-40,Semi-Urban,9771.92,4219.72,19.57,Home,Approved,202,1693.47,0.99,0.69,589,0.62,0.66,0.7,0
CUST_0860,Male,41-60,Rural,3065.55,39000.85,20.53,Home,Approved,124,860.74,0.97,0.66,809,0.02,0.4,0.54,0
CUST_0861,Female,41-60,Rural,10408.88,23211.15,18.12,Business,Approved,271,551.76,0.44,0.4,474,0.4,0.4,0.89,1
CUST_0862,Male,25-40,Semi-Urban,10124.74,26695.12,8.55,Education,Approved,27,774.48,0.26,0.73,601,0.99,0.83,0.25,0
CUST_0863,Male,60+,Urban,10298.56,22597.37,15.9,Education,Rejected,19,1673.51,0.84,0.31,484,0.1,0.23,0.38,0
CUST_0864,Male,25-40,Urban,5992.89,20637.39,24.69,Car,Defaulted,101,305.78,0.72,0.67,638,0.42,0.57,0.78,1
CUST_0865,Male,41-60,Urban,13175.83,28422.38,23.75,Business,Approved,148,917.76,0.69,0.17,809,0.31,0.23,0.49,0
CUST_0866,Male,25-40,Urban,14473.14,8606.77,5.86,Personal,Approved,61,989.79,0.89,0.26,609,0.91,0.52,0.89,1
CUST_0867,Male,41-60,Rural,4830.26,9914.48,8.3,Business,Approved,204,82.89,0.69,0.83,806,0.87,0.85,0.35,0
CUST_0868,Male,60+,Semi-Urban,3145.98,43227.5,7.63,Car,Approved,215,399.53,0.28,0.46,645,0.24,0.37,0.37,0
CUST_0869,Female,25-40,Semi-Urban,4528.96,47359.66,19.52,Business,Rejected,296,1655.22,0.69,0.36,380,0.08,0.25,0.89,1
CUST_0870,Other,60+,Urban,12667.18,19292.16,21.36,Business,Approved,102,1663.23,0.31,0.72,673,0.63,0.68,0.46,0
CUST_0871,Female,25-40,Semi-Urban,10796.38,14266.49,9.27,Car,Approved,154,591.91,0.76,0.74,455,0.34,0.58,0.52,0
CUST_0872,Male,25-40,Rural,10268.62,32555.98,15.12,Education,Approved,95,1751.05,0.62,0.41,731,0.67,0.51,0.33,0
CUST_0873,Male,41-60,Urban,7223.31,21027.97,21.81,Personal,Approved,162,1545.85,0.08,0.56,799,0.03,0.35,0.28,0
CUST_0874,Male,<25,Rural,9511.76,2243.93,19.66,Car,Approved,11,841.64,0.51,0.53,446,0.13,0.37,0.66,0
CUST_0875,Male,41-60,Rural,6002.36,8651.48,15.84,Home,Approved,269,1499.33,0.34,0,780,0.69,0.28,0.12,0
CUST_0876,Female,25-40,Rural,8203.6,36082.64,16.81,Education,Approved,173,1923.06,0.33,0.22,734,0.21,0.22,0.88,1
CUST_0877,Female,<25,Rural,12309.82,33287.27,15.17,Home,Approved,15,923.35,0.6,0.69,818,0.86,0.76,0.78,1
CUST_0878,Female,<25,Rural,14756.14,2327.7,10.95,Education,Approved,158,484.47,0.32,0.33,368,0.06,0.22,0.19,0
CUST_0879,Female,60+,Urban,14122.36,11876.64,16.3,Personal,Rejected,214,1884.21,0.78,0.61,485,0.22,0.45,0.69,0
CUST_0880,Male,25-40,Rural,14140.26,12322.67,18.78,Personal,Defaulted,127,1034.19,0.07,0.55,503,1,0.73,0.6,0
CUST_0881,Male,41-60,Urban,7228.91,33922.74,22.47,Business,Defaulted,98,219.48,0.66,0.74,312,0.43,0.62,0.18,0
CUST_0882,Female,<25,Semi-Urban,8094.27,1965.82,17.73,Home,Rejected,163,1149.64,0.81,0.23,573,0.7,0.42,0.27,0
CUST_0883,Male,<25,Rural,11173.26,6101.32,20.22,Education,Rejected,176,1006.16,0.67,0.58,597,0.18,0.42,0.41,0
CUST_0884,Male,41-60,Rural,13988.5,40195.89,8.2,Personal,Approved,170,1712.62,0.5,0.49,350,0.61,0.54,0.7,0
CUST_0885,Male,41-60,Semi-Urban,3845.93,9748.69,14.23,Car,Approved,279,1066.08,0.95,0.34,799,0.73,0.5,0.64,0
CUST_0886,Male,<25,Urban,5955.14,32984.56,5.19,Personal,Approved,65,517.91,0.3,0.34,668,0.31,0.33,0.53,0
CUST_0887,Male,41-60,Rural,3810.21,12670.96,9.93,Car,Approved,237,1354.53,0.02,0.55,656,0.83,0.66,0.77,1
CUST_0888,Female,60+,Semi-Urban,9956.11,5872.63,19.53,Education,Defaulted,158,1089.73,0.43,0.63,302,0.6,0.62,0.76,1
CUST_0889,Female,<25,Semi-Urban,5981.91,12915.44,24.84,Personal,Approved,55,473.76,0.03,0.51,553,0.39,0.46,0.62,0
CUST_0890,Male,60+,Rural,6239.4,36391.08,6.98,Personal,Defaulted,153,1151.52,0.95,0.52,774,0.56,0.54,0.79,1
CUST_0891,Male,25-40,Urban,2921.91,42929.13,13.03,Education,Approved,247,1644.86,0.21,0.4,805,0.58,0.47,0.33,0
CUST_0892,Female,60+,Urban,6547.35,41680.77,21,Personal,Approved,281,66.86,0.79,0.41,555,0.17,0.31,0.88,1
CUST_0893,Male,41-60,Rural,13212.45,20461.99,9.08,Car,Approved,129,1265.39,0.77,0.34,449,0.4,0.36,0.61,0
CUST_0894,Male,<25,Semi-Urban,5029.95,33736.17,16.1,Personal,Approved,229,705.67,0.22,0.4,787,0.34,0.38,0.82,1
CUST_0895,Male,60+,Rural,11037.44,11044.23,19.66,Home,Approved,17,592.42,0.62,0.62,578,0.4,0.53,0.55,0
CUST_0896,Male,41-60,Urban,10185.17,15364.24,17.32,Business,Approved,284,791.25,0.05,0.64,358,0.76,0.69,0.22,0
CUST_0897,Female,41-60,Semi-Urban,13225.3,44920.46,8.76,Car,Approved,75,690.63,0.48,0.24,745,0.48,0.34,0.54,0
CUST_0898,Female,60+,Rural,3719.74,1637.09,12.11,Home,Approved,88,1666.16,0.01,0.32,412,0.94,0.57,0.37,0
CUST_0899,Male,<25,Semi-Urban,14708.67,5189.92,20.68,Education,Rejected,95,556.85,0.92,0.36,788,0.29,0.33,0.7,0
CUST_0900,Male,60+,Urban,9574.17,11186.43,16.08,Car,Approved,133,1468.97,0.98,0.49,706,0.42,0.46,0.48,0
CUST_0901,Male,25-40,Urban,14941.16,2300.08,5.1,Business,Defaulted,211,197.18,0.22,0.16,666,0.79,0.41,0.84,1
CUST_0902,Male,60+,Urban,13849.69,9890.34,20.22,Business,Approved,159,1903.28,0.21,0.32,359,0.55,0.41,0.68,0
CUST_0903,Other,60+,Rural,4879.72,29569.04,5.71,Education,Approved,55,1248.41,0.75,0.22,628,0.55,0.35,0.68,0
CUST_0904,Female,<25,Semi-Urban,2730.11,21649.8,19.91,Education,Rejected,122,1416.37,0.25,0.58,768,0.05,0.37,0.22,0
CUST_0905,Female,60+,Rural,5323.31,44740.91,9.05,Car,Approved,100,603.1,0.9,0.49,362,0.4,0.45,0.98,1
CUST_0906,Female,41-60,Rural,8858.33,41054.73,24.16,Personal,Approved,150,830.07,0.57,0.41,483,0.27,0.35,0.84,1
CUST_0907,Female,<25,Rural,4230.75,17749.05,12.36,Education,Approved,298,455.32,0.35,0.29,610,1,0.57,0.79,1
CUST_0908,Female,41-60,Rural,4176.98,13711.75,11.54,Personal,Approved,227,1865.75,0.83,0.41,837,0.31,0.37,0.33,0
CUST_0909,Male,<25,Semi-Urban,8013.72,19604.93,7.98,Home,Approved,86,1034.19,0.49,0.39,476,0.88,0.59,0.54,0
CUST_0910,Male,25-40,Semi-Urban,2432.48,29924.45,11.11,Business,Approved,161,1264.59,0.91,0.83,728,0.68,0.77,0.14,0
CUST_0911,Female,25-40,Rural,3584.55,14135.12,22.53,Personal,Approved,248,1471.2,0.93,0.7,372,0.34,0.56,0.54,0
CUST_0912,Male,25-40,Rural,7406.2,31583.3,24.93,Business,Approved,124,1034.19,0.17,0.36,466,0.54,0.43,0.15,0
CUST_0913,Other,60+,Urban,2820.69,21061.17,12.37,Personal,Approved,103,1443,0,0.53,524,0.84,0.65,0.55,0
CUST_0914,Female,25-40,Urban,7157.82,28050.31,13.97,Home,Approved,57,1034.19,0.98,0.69,308,0.88,0.77,0.65,0
CUST_0915,Female,<25,Semi-Urban,8162.08,22370.2,19.44,Education,Approved,200,1414.26,0.91,0.36,535,0.16,0.28,0.39,0
CUST_0916,Male,25-40,Urban,7866.47,15428.82,22.72,Home,Approved,21,983.57,0.06,0.22,327,0.34,0.27,0.5,0
CUST_0917,Female,<25,Semi-Urban,13299.27,47474.21,16.86,Education,Approved,165,772.05,0.83,0.14,326,0.34,0.22,0.88,1
CUST_0918,Male,41-60,Semi-Urban,8890.81,38416.68,12.83,Education,Approved,181,451.94,0.46,0.75,849,0.04,0.47,0.11,0
CUST_0919,Other,60+,Semi-Urban,8083.75,7865.55,13.25,Business,Approved,186,1651.01,0.26,0.46,495,0.6,0.52,0.79,1
CUST_0920,Male,41-60,Urban,7339.22,43554.93,18.91,Home,Approved,66,1220.62,0.88,0.56,502,0.85,0.68,0.17,0
CUST_0921,Female,41-60,Urban,12629.1,24884.13,5.06,Personal,Approved,212,894.26,0.2,0.39,384,0.38,0.39,0.04,0
CUST_0922,Female,25-40,Semi-Urban,13635.74,44833.06,17.39,Home,Defaulted,194,1888.55,0.95,0.25,329,0.74,0.45,0.19,0
CUST_0923,Male,25-40,Semi-Urban,13092.15,40192.91,12.11,Business,Approved,130,105.2,0.21,0.28,765,0.63,0.42,0.77,1
CUST_0924,Male,25-40,Rural,10756.11,21835.46,20.88,Education,Approved,235,1701.84,0.61,0.23,398,0.38,0.29,0.41,0
CUST_0925,Other,41-60,Semi-Urban,3785.7,2101,6.86,Business,Approved,211,1995.19,0.22,0.67,489,0.14,0.46,0.87,1
CUST_0926,Male,60+,Semi-Urban,5599.31,14165.19,16.76,Car,Approved,225,1775.01,0.55,0.8,311,0.71,0.76,0.52,0
CUST_0927,Female,60+,Rural,2598.82,27540.08,14.62,Car,Approved,52,1622.77,0.68,0.51,329,0.85,0.65,0.02,0
CUST_0928,Male,41-60,Semi-Urban,14100.71,32040.43,17.85,Personal,Approved,32,754.87,0.19,0.2,337,0.69,0.4,0.72,1
CUST_0929,Female,60+,Semi-Urban,10590.38,13636.5,6.3,Business,Rejected,164,470.32,0.52,0.6,593,0.02,0.37,0.11,0
CUST_0930,Female,41-60,Semi-Urban,11702.72,7828.45,16.6,Personal,Approved,195,1472.35,0.47,0.75,659,0.22,0.54,0.79,1
CUST_0931,Male,41-60,Rural,6050.43,41911.58,16.23,Personal,Approved,258,1034.19,0.07,0.69,479,0.07,0.44,0.17,0
CUST_0932,Male,60+,Urban,12993.5,49235.71,16.21,Car,Approved,246,360.32,0.82,0.49,411,0.57,0.52,0.35,0
CUST_0933,Female,<25,Semi-Urban,5374.84,26758.82,17.07,Personal,Approved,143,1034.19,0.34,0.45,743,0.76,0.57,0.76,1
CUST_0934,Male,<25,Rural,2021.37,9412.29,18.53,Car,Approved,31,631.96,0.57,0.49,320,0.11,0.34,0.95,1
CUST_0935,Male,25-40,Semi-Urban,6893.39,14343.06,21.1,Education,Defaulted,97,1829.74,0.51,0.75,444,0.84,0.79,0.37,0
CUST_0936,Female,60+,Rural,9419.9,1901.14,10.4,Business,Approved,162,1682.86,0.51,0.65,798,0.56,0.61,0.83,1
CUST_0937,Male,25-40,Semi-Urban,8223.16,45800.64,21.5,Personal,Defaulted,134,1034.19,0.11,0.42,445,0.69,0.53,0.19,0
CUST_0938,Male,41-60,Rural,13206.99,6769.8,14.97,Car,Defaulted,88,1545.42,0.42,0.42,740,0.97,0.64,0.81,1
CUST_0939,Female,<25,Urban,3370.27,29249.31,6.54,Home,Approved,60,1762.95,0.45,0.4,720,0.08,0.27,0.66,0
CUST_0940,Male,60+,Urban,9199.7,14428.71,6.17,Personal,Approved,225,1613.44,0.73,0.29,615,0.9,0.53,0.19,0
CUST_0941,Male,60+,Urban,8668.73,28154.72,11.68,Education,Approved,185,1209,0.84,0.77,465,0.13,0.51,0.3,0
CUST_0942,Male,60+,Semi-Urban,5658.11,32919.6,20.7,Education,Approved,262,1034.19,0.54,0.34,502,0.39,0.36,0.13,0
CUST_0943,Female,<25,Rural,12688.97,41657.35,19.15,Home,Rejected,255,1777.54,0.09,0.6,795,0.85,0.7,0.38,0
CUST_0944,Female,25-40,Semi-Urban,11787.03,11114.64,20.77,Car,Approved,236,1682.8,0.24,0.37,767,0.91,0.59,0.2,0
CUST_0945,Female,<25,Semi-Urban,11527.17,1538.8,15.35,Personal,Approved,115,951.03,0.16,0.4,684,0.51,0.44,0.64,0
CUST_0946,Male,25-40,Rural,13390.5,7707.4,13.8,Car,Approved,202,87.77,0.12,0.48,613,0.59,0.52,0.99,1
CUST_0947,Male,41-60,Semi-Urban,11396.2,45100.91,7.95,Education,Defaulted,45,1280.7,0.37,0.61,554,0.71,0.65,0.01,0
CUST_0948,Male,41-60,Rural,5013.94,43820.61,11.56,Car,Approved,213,1034.19,0.23,0.45,322,0.83,0.6,0.54,0
CUST_0949,Male,25-40,Rural,11172.32,30273.24,13.68,Education,Approved,276,1853.3,0.22,0.27,638,0.12,0.21,0.57,0
CUST_0950,Female,41-60,Urban,6000.14,30425.33,6.77,Car,Approved,277,1923.65,0.05,0.5,792,0.81,0.62,0.91,1
CUST_0951,Male,41-60,Urban,5148.27,33586.8,9.41,Home,Defaulted,179,387.09,0.02,0.35,810,0.48,0.4,0.51,0
CUST_0952,Male,60+,Urban,2949.05,9593.19,16.96,Business,Approved,48,1356.01,0.1,0.81,665,0.45,0.67,0.54,0
CUST_0953,Male,60+,Rural,11672.37,45806.19,19.71,Home,Approved,148,193.62,0.17,0.45,671,0.42,0.44,0.47,0
CUST_0954,Female,<25,Urban,11243.01,21519.76,24.97,Home,Approved,61,1461.74,0.43,0.37,518,0.51,0.43,0.27,0
CUST_0955,Female,<25,Rural,5048.49,19773.79,23.66,Business,Approved,296,1034.19,0.51,0.89,774,0.95,0.91,0.06,0
CUST_0956,Female,<25,Semi-Urban,11741.93,26426.97,17.85,Business,Approved,298,1365.29,0.14,0.65,722,0.55,0.61,0.41,0
CUST_0957,Female,60+,Urban,13931.93,3301.33,13.42,Personal,Defaulted,150,752.02,0.42,0.32,655,0.95,0.57,0.05,0
